Proteins	Gonames	Goterms	Probability
4FEZ-A	regulation of vasculature development	GO:1901342	0.0000
4FEZ-A	leukocyte activation	GO:0045321	0.0000
4FEZ-A	gamete generation	GO:0007276	0.0001
4FEZ-A	regulation of protein binding	GO:0043393	0.0000
4FEZ-A	hexose catabolic process	GO:0019320	0.0047
4FEZ-A	regulation of tube size	GO:0035150	0.0000
4FEZ-A	sensory perception	GO:0007600	0.0000
4FEZ-A	cell development	GO:0048468	0.0003
4FEZ-A	regulation of neuron projection development	GO:0010975	0.0000
4FEZ-A	regulation of peptide hormone secretion	GO:0090276	0.0000
4FEZ-A	negative regulation of cell adhesion	GO:0007162	0.0000
4FEZ-A	chemical synaptic transmission	GO:0007268	0.0000
4FEZ-A	apoptotic process	GO:0006915	0.0002
4FEZ-A	defense response	GO:0006952	0.0024
4FEZ-A	antigen processing and presentation of peptide antigen	GO:0048002	0.0000
4FEZ-A	response to ethanol	GO:0045471	0.0001
4FEZ-A	sex differentiation	GO:0007548	0.0000
4FEZ-A	vacuolar transport	GO:0007034	0.0000
4FEZ-A	amino sugar metabolic process	GO:0006040	0.0200
4FEZ-A	regulation of peptidase activity	GO:0052547	0.0000
4FEZ-A	transport of virus	GO:0046794	0.0000
4FEZ-A	regulation of chemotaxis	GO:0050920	0.0000
4FEZ-A	anatomical structure formation involved in morphogenesis	GO:0048646	0.0054
4FEZ-A	positive regulation of immune system process	GO:0002684	0.0001
4FEZ-A	cobalamin biosynthetic process	GO:0009236	0.0082
4FEZ-A	organic hydroxy compound transport	GO:0015850	0.0001
4FEZ-A	xenobiotic catabolic process	GO:0042178	0.0050
4FEZ-A	response to stress	GO:0006950	0.1641
4FEZ-A	stress-activated protein kinase signaling cascade	GO:0031098	0.0000
4FEZ-A	male gamete generation	GO:0048232	0.0000
4FEZ-A	epithelial cell proliferation	GO:0050673	0.0000
4FEZ-A	leukocyte mediated immunity	GO:0002443	0.0000
4FEZ-A	regulation of intracellular protein transport	GO:0033157	0.0000
4FEZ-A	glutamine metabolic process	GO:0006541	0.0882
4FEZ-A	positive regulation of cell activation	GO:0050867	0.0000
4FEZ-A	DNA topological change	GO:0006265	0.0448
4FEZ-A	cell cycle phase transition	GO:0044770	0.0000
4FEZ-A	mitotic nuclear division	GO:0140014	0.0000
4FEZ-A	positive regulation of macromolecule biosynthetic process	GO:0010557	0.0015
4FEZ-A	positive regulation of cellular protein localization	GO:1903829	0.0000
4FEZ-A	regulation of mitotic cell cycle	GO:0007346	0.0001
4FEZ-A	response to virus	GO:0009615	0.0003
4FEZ-A	calcium-mediated signaling	GO:0019722	0.0000
4FEZ-A	positive regulation of kinase activity	GO:0033674	0.0000
4FEZ-A	phosphatidylinositol phosphorylation	GO:0046854	0.0016
4FEZ-A	negative regulation of cell activation	GO:0050866	0.0000
4FEZ-A	cell-substrate adhesion	GO:0031589	0.0000
4FEZ-A	glycerophospholipid biosynthetic process	GO:0046474	0.0009
4FEZ-A	threonine metabolic process	GO:0006566	0.1635
4FEZ-A	methionine metabolic process	GO:0006555	0.0716
4FEZ-A	removal of superoxide radicals	GO:0019430	0.0028
4FEZ-A	pyrimidine-containing compound catabolic process	GO:0072529	0.0098
4FEZ-A	negative regulation of growth	GO:0045926	0.0009
4FEZ-A	negative regulation of neuron death	GO:1901215	0.0000
4FEZ-A	establishment of protein localization	GO:0045184	0.0014
4FEZ-A	serine family amino acid biosynthetic process	GO:0009070	0.1849
4FEZ-A	glycolytic process	GO:0006096	0.2799
4FEZ-A	modulation by symbiont of host process	GO:0044003	0.0001
4FEZ-A	imidazole-containing compound metabolic process	GO:0052803	0.1075
4FEZ-A	negative regulation of macromolecule metabolic process	GO:0010605	0.0031
4FEZ-A	anaphase-promoting complex-dependent catabolic process	GO:0031145	0.0000
4FEZ-A	icosanoid transport	GO:0071715	0.0000
4FEZ-A	positive regulation of developmental process	GO:0051094	0.0001
4FEZ-A	aromatic amino acid family biosynthetic process	GO:0009073	0.2489
4FEZ-A	small molecule biosynthetic process	GO:0044283	0.7714
4FEZ-A	anion transport	GO:0006820	0.0071
4FEZ-A	response to metal ion	GO:0010038	0.0014
4FEZ-A	lysine biosynthetic process	GO:0009085	0.1817
4FEZ-A	response to interferon-gamma	GO:0034341	0.0000
4FEZ-A	amine metabolic process	GO:0009308	0.0284
4FEZ-A	protein trimerization	GO:0070206	0.0006
4FEZ-A	transcription by RNA polymerase II	GO:0006366	0.0001
4FEZ-A	monosaccharide catabolic process	GO:0046365	0.0073
4FEZ-A	regulated exocytosis	GO:0045055	0.0000
4FEZ-A	myeloid leukocyte mediated immunity	GO:0002444	0.0000
4FEZ-A	regulation of vesicle-mediated transport	GO:0060627	0.0000
4FEZ-A	regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043122	0.0000
4FEZ-A	protein localization to plasma membrane	GO:0072659	0.0000
4FEZ-A	'de novo' pyrimidine nucleobase biosynthetic process	GO:0006207	0.0919
4FEZ-A	exit from host	GO:0035890	0.0001
4FEZ-A	regulation of DNA-templated transcription, elongation	GO:0032784	0.0000
4FEZ-A	RNA splicing	GO:0008380	0.0002
4FEZ-A	transmembrane receptor protein serine/threonine kinase signaling pathway	GO:0007178	0.0000
4FEZ-A	positive regulation of nucleic acid-templated transcription	GO:1903508	0.0007
4FEZ-A	glucose homeostasis	GO:0042593	0.0001
4FEZ-A	pyrimidine nucleotide biosynthetic process	GO:0006221	0.3855
4FEZ-A	phosphate-containing compound metabolic process	GO:0006796	0.7143
4FEZ-A	negative regulation of transcription by RNA polymerase II	GO:0000122	0.0000
4FEZ-A	protein ubiquitination	GO:0016567	0.0001
4FEZ-A	muscle system process	GO:0003012	0.0003
4FEZ-A	cellular carbohydrate metabolic process	GO:0044262	0.1052
4FEZ-A	regulation of microtubule cytoskeleton organization	GO:0070507	0.0000
4FEZ-A	carboxylic acid transport	GO:0046942	0.0037
4FEZ-A	meiotic nuclear division	GO:0140013	0.0000
4FEZ-A	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	GO:0002822	0.0000
4FEZ-A	cellular response to oxidative stress	GO:0034599	0.0047
4FEZ-A	sulfur amino acid biosynthetic process	GO:0000097	0.2248
4FEZ-A	protein secretion	GO:0009306	0.0002
4FEZ-A	chromosome segregation	GO:0007059	0.0002
4FEZ-A	polysaccharide transport	GO:0015774	0.0000
4FEZ-A	regulation of calcium ion transport	GO:0051924	0.0000
4FEZ-A	cellular protein complex disassembly	GO:0043624	0.0009
4FEZ-A	regulation of chromosome segregation	GO:0051983	0.0000
4FEZ-A	neuron projection guidance	GO:0097485	0.0000
4FEZ-A	regulation of body fluid levels	GO:0050878	0.0000
4FEZ-A	nervous system process	GO:0050877	0.0001
4FEZ-A	regulation of calcium-mediated signaling	GO:0050848	0.0000
4FEZ-A	purine nucleoside metabolic process	GO:0042278	0.2039
4FEZ-A	DNA geometric change	GO:0032392	0.0020
4FEZ-A	hematopoietic or lymphoid organ development	GO:0048534	0.0001
4FEZ-A	acyl-CoA metabolic process	GO:0006637	0.0558
4FEZ-A	regulation of proteasomal protein catabolic process	GO:0061136	0.0000
4FEZ-A	protein processing	GO:0016485	0.0022
4FEZ-A	morphogenesis of an epithelium	GO:0002009	0.0001
4FEZ-A	regulation of developmental process	GO:0050793	0.0262
4FEZ-A	response to corticosteroid	GO:0031960	0.0000
4FEZ-A	regulation of cell-cell adhesion	GO:0022407	0.0000
4FEZ-A	xenobiotic metabolic process	GO:0006805	0.0021
4FEZ-A	regulation of cellular component organization	GO:0051128	0.0017
4FEZ-A	regulation of phosphoprotein phosphatase activity	GO:0043666	0.0000
4FEZ-A	phagocytosis, engulfment	GO:0006911	0.0000
4FEZ-A	regulation of cell death	GO:0010941	0.0001
4FEZ-A	regulation of insulin secretion	GO:0050796	0.0000
4FEZ-A	protein import into nucleus	GO:0006606	0.0000
4FEZ-A	catechol-containing compound metabolic process	GO:0009712	0.0027
4FEZ-A	positive regulation of cell migration	GO:0030335	0.0000
4FEZ-A	cellular response to fibroblast growth factor stimulus	GO:0044344	0.0000
4FEZ-A	sodium ion transport	GO:0006814	0.0144
4FEZ-A	homophilic cell adhesion via plasma membrane adhesion molecules	GO:0007156	0.0000
4FEZ-A	inflammatory response	GO:0006954	0.0001
4FEZ-A	cell-cell adhesion via plasma-membrane adhesion molecules	GO:0098742	0.0000
4FEZ-A	regulation of proteolysis involved in cellular protein catabolic process	GO:1903050	0.0001
4FEZ-A	organic acid transport	GO:0015849	0.0036
4FEZ-A	detection of carbohydrate stimulus	GO:0009730	0.0000
4FEZ-A	positive regulation of cell cycle process	GO:0090068	0.0000
4FEZ-A	cilium or flagellum-dependent cell motility	GO:0001539	0.0003
4FEZ-A	proton transmembrane transport	GO:1902600	0.0267
4FEZ-A	microtubule-based movement	GO:0007018	0.0020
4FEZ-A	branched-chain amino acid metabolic process	GO:0009081	0.2434
4FEZ-A	carbohydrate phosphorylation	GO:0046835	0.0122
4FEZ-A	NADP metabolic process	GO:0006739	0.0458
4FEZ-A	alcohol metabolic process	GO:0006066	0.0346
4FEZ-A	sensory system development	GO:0048880	0.0000
4FEZ-A	positive regulation of nervous system development	GO:0051962	0.0000
4FEZ-A	positive regulation of MAPK cascade	GO:0043410	0.0000
4FEZ-A	amine biosynthetic process	GO:0009309	0.0771
4FEZ-A	regulation of programmed cell death	GO:0043067	0.0001
4FEZ-A	virion attachment to host cell	GO:0019062	0.0000
4FEZ-A	glycogen metabolic process	GO:0005977	0.0048
4FEZ-A	regulation of ion transmembrane transport	GO:0034765	0.0001
4FEZ-A	establishment or maintenance of cell polarity	GO:0007163	0.0000
4FEZ-A	ameboidal-type cell migration	GO:0001667	0.0000
4FEZ-A	DNA repair	GO:0006281	0.0407
4FEZ-A	transcription by RNA polymerase I	GO:0006360	0.0000
4FEZ-A	nucleobase-containing small molecule biosynthetic process	GO:0034404	0.1812
4FEZ-A	secretion	GO:0046903	0.0005
4FEZ-A	regulation of actin filament-based process	GO:0032970	0.0000
4FEZ-A	cellular protein catabolic process	GO:0044257	0.0263
4FEZ-A	muscle tissue development	GO:0060537	0.0000
4FEZ-A	humoral immune response mediated by circulating immunoglobulin	GO:0002455	0.0000
4FEZ-A	aromatic amino acid family catabolic process	GO:0009074	0.0027
4FEZ-A	regulation of cell development	GO:0060284	0.0000
4FEZ-A	visual system development	GO:0150063	0.0000
4FEZ-A	negative regulation of RNA biosynthetic process	GO:1902679	0.0008
4FEZ-A	negative regulation of proteolysis	GO:0045861	0.0000
4FEZ-A	protein-containing complex assembly	GO:0065003	0.0317
4FEZ-A	anion transmembrane transport	GO:0098656	0.0042
4FEZ-A	ATP generation from ADP	GO:0006757	0.2409
4FEZ-A	positive regulation of protein secretion	GO:0050714	0.0000
4FEZ-A	polyol metabolic process	GO:0019751	0.0422
4FEZ-A	cellular macromolecule catabolic process	GO:0044265	0.0721
4FEZ-A	modulation by virus of host cellular process	GO:0019054	0.0000
4FEZ-A	epithelial cell migration	GO:0010631	0.0000
4FEZ-A	nervous system development	GO:0007399	0.0001
4FEZ-A	viral process	GO:0016032	0.0006
4FEZ-A	regulation of phosphate metabolic process	GO:0019220	0.0018
4FEZ-A	monosaccharide metabolic process	GO:0005996	0.1254
4FEZ-A	cellular response to oxygen levels	GO:0071453	0.0006
4FEZ-A	nucleic acid phosphodiester bond hydrolysis	GO:0090305	0.0171
4FEZ-A	cellular divalent inorganic cation homeostasis	GO:0072503	0.0000
4FEZ-A	negative regulation of transmembrane transport	GO:0034763	0.0000
4FEZ-A	regulation of humoral immune response	GO:0002920	0.0000
4FEZ-A	arginine metabolic process	GO:0006525	0.1392
4FEZ-A	cellular response to interferon-gamma	GO:0071346	0.0000
4FEZ-A	kidney development	GO:0001822	0.0000
4FEZ-A	pyrimidine nucleoside monophosphate metabolic process	GO:0009129	0.2197
4FEZ-A	intracellular protein transmembrane transport	GO:0065002	0.0001
4FEZ-A	cellular modified amino acid biosynthetic process	GO:0042398	0.0201
4FEZ-A	nucleoside salvage	GO:0043174	0.0443
4FEZ-A	tissue homeostasis	GO:0001894	0.0000
4FEZ-A	developmental process involved in reproduction	GO:0003006	0.0013
4FEZ-A	cellular response to monosaccharide stimulus	GO:0071326	0.0000
4FEZ-A	pyrimidine nucleobase biosynthetic process	GO:0019856	0.1844
4FEZ-A	rhythmic process	GO:0048511	0.0003
4FEZ-A	calcium ion transport into cytosol	GO:0060402	0.0000
4FEZ-A	cellular glucose homeostasis	GO:0001678	0.0001
4FEZ-A	cellular response to cytokine stimulus	GO:0071345	0.0000
4FEZ-A	production of molecular mediator of immune response	GO:0002440	0.0000
4FEZ-A	DNA biosynthetic process	GO:0071897	0.0115
4FEZ-A	regulation of nucleocytoplasmic transport	GO:0046822	0.0000
4FEZ-A	response to organic substance	GO:0010033	0.0094
4FEZ-A	cellular response to radiation	GO:0071478	0.0001
4FEZ-A	hydrogen peroxide catabolic process	GO:0042744	0.0000
4FEZ-A	immune system process	GO:0002376	0.0038
4FEZ-A	mitochondrial transport	GO:0006839	0.0003
4FEZ-A	alpha-amino acid metabolic process	GO:1901605	0.5133
4FEZ-A	glutamine family amino acid biosynthetic process	GO:0009084	0.2789
4FEZ-A	movement in host environment	GO:0052126	0.0002
4FEZ-A	regulation of cellular component size	GO:0032535	0.0001
4FEZ-A	positive regulation of apoptotic signaling pathway	GO:2001235	0.0000
4FEZ-A	negative regulation of protein kinase activity	GO:0006469	0.0000
4FEZ-A	negative regulation of gene expression, epigenetic	GO:0045814	0.0000
4FEZ-A	adhesion of symbiont to host	GO:0044406	0.0001
4FEZ-A	positive regulation of transcription, DNA-templated	GO:0045893	0.0005
4FEZ-A	positive regulation of protein catabolic process	GO:0045732	0.0000
4FEZ-A	peptidyl-lysine acetylation	GO:0018394	0.0001
4FEZ-A	DNA integrity checkpoint	GO:0031570	0.0000
4FEZ-A	response to xenobiotic stimulus	GO:0009410	0.0045
4FEZ-A	cell surface receptor signaling pathway	GO:0007166	0.0006
4FEZ-A	pyridoxal phosphate biosynthetic process	GO:0042823	0.0258
4FEZ-A	regulation of gene silencing	GO:0060968	0.0000
4FEZ-A	cellular detoxification	GO:1990748	0.0030
4FEZ-A	viral transcription	GO:0019083	0.0000
4FEZ-A	sister chromatid segregation	GO:0000819	0.0000
4FEZ-A	bacterial-type flagellum-dependent cell motility	GO:0071973	0.0001
4FEZ-A	amide biosynthetic process	GO:0043604	0.4749
4FEZ-A	histone modification	GO:0016570	0.0004
4FEZ-A	macroautophagy	GO:0016236	0.0000
4FEZ-A	icosanoid metabolic process	GO:0006690	0.0001
4FEZ-A	alpha-amino acid biosynthetic process	GO:1901607	0.6468
4FEZ-A	pyridine-containing compound metabolic process	GO:0072524	0.1077
4FEZ-A	alcohol catabolic process	GO:0046164	0.0319
4FEZ-A	granulocyte migration	GO:0097530	0.0000
4FEZ-A	viral gene expression	GO:0019080	0.0001
4FEZ-A	regulation of cellular localization	GO:0060341	0.0000
4FEZ-A	humoral immune response	GO:0006959	0.0000
4FEZ-A	positive regulation of neuron projection development	GO:0010976	0.0000
4FEZ-A	regulation of cell activation	GO:0050865	0.0000
4FEZ-A	regulation of neuron differentiation	GO:0045664	0.0000
4FEZ-A	nucleoside phosphate catabolic process	GO:1901292	0.0117
4FEZ-A	peptide metabolic process	GO:0006518	0.2660
4FEZ-A	B cell mediated immunity	GO:0019724	0.0000
4FEZ-A	UMP biosynthetic process	GO:0006222	0.2009
4FEZ-A	amino sugar catabolic process	GO:0046348	0.0010
4FEZ-A	regulation of mitotic nuclear division	GO:0007088	0.0000
4FEZ-A	sulfur amino acid metabolic process	GO:0000096	0.2039
4FEZ-A	cellular chemical homeostasis	GO:0055082	0.0022
4FEZ-A	maltose transport	GO:0015768	0.0001
4FEZ-A	protein phosphorylation	GO:0006468	0.0079
4FEZ-A	detection of light stimulus	GO:0009583	0.0004
4FEZ-A	cellular polysaccharide biosynthetic process	GO:0033692	0.0878
4FEZ-A	xylan metabolic process	GO:0045491	0.0001
4FEZ-A	nuclear-transcribed mRNA catabolic process	GO:0000956	0.0001
4FEZ-A	muscle contraction	GO:0006936	0.0002
4FEZ-A	regulation of mitochondrion organization	GO:0010821	0.0000
4FEZ-A	neuron death	GO:0070997	0.0000
4FEZ-A	7-methylguanosine RNA capping	GO:0009452	0.0000
4FEZ-A	isoleucine metabolic process	GO:0006549	0.1184
4FEZ-A	cellular response to hypoxia	GO:0071456	0.0001
4FEZ-A	defense response to fungus	GO:0050832	0.0000
4FEZ-A	chromosome organization	GO:0051276	0.0335
4FEZ-A	regulation of neurotransmitter transport	GO:0051588	0.0000
4FEZ-A	secondary alcohol biosynthetic process	GO:1902653	0.0013
4FEZ-A	regulation of transcription by RNA polymerase II	GO:0006357	0.0001
4FEZ-A	nucleobase-containing small molecule catabolic process	GO:0034656	0.0024
4FEZ-A	Fc receptor mediated stimulatory signaling pathway	GO:0002431	0.0000
4FEZ-A	killing by virus of host cell	GO:0039633	0.0000
4FEZ-A	cell wall polysaccharide catabolic process	GO:0044347	0.0001
4FEZ-A	glycosaminoglycan biosynthetic process	GO:0006024	0.0207
4FEZ-A	receptor-mediated endocytosis	GO:0006898	0.0000
4FEZ-A	receptor signaling pathway via JAK-STAT	GO:0007259	0.0000
4FEZ-A	pyrimidine nucleotide metabolic process	GO:0006220	0.2702
4FEZ-A	regulation of blood vessel diameter	GO:0097746	0.0000
4FEZ-A	regulation of symbiotic process	GO:0043903	0.0000
4FEZ-A	response to light stimulus	GO:0009416	0.0018
4FEZ-A	modification-dependent macromolecule catabolic process	GO:0043632	0.0021
4FEZ-A	regulation of cell division	GO:0051302	0.0004
4FEZ-A	eye development	GO:0001654	0.0000
4FEZ-A	RNA phosphodiester bond hydrolysis, exonucleolytic	GO:0090503	0.0274
4FEZ-A	reproductive structure development	GO:0048608	0.0001
4FEZ-A	2'-deoxyribonucleotide metabolic process	GO:0009394	0.0145
4FEZ-A	porphyrin-containing compound metabolic process	GO:0006778	0.0475
4FEZ-A	positive regulation of transporter activity	GO:0032411	0.0000
4FEZ-A	regulation of neurogenesis	GO:0050767	0.0000
4FEZ-A	aminoglycan catabolic process	GO:0006026	0.0004
4FEZ-A	regulation of response to cytokine stimulus	GO:0060759	0.0000
4FEZ-A	response to nutrient levels	GO:0031667	0.0026
4FEZ-A	regulation of nucleotide metabolic process	GO:0006140	0.0000
4FEZ-A	positive regulation of catabolic process	GO:0009896	0.0001
4FEZ-A	monovalent inorganic cation homeostasis	GO:0055067	0.0002
4FEZ-A	regulation of neurotransmitter levels	GO:0001505	0.0000
4FEZ-A	cellular response to external stimulus	GO:0071496	0.0184
4FEZ-A	glutamine family amino acid catabolic process	GO:0009065	0.0322
4FEZ-A	response to cadmium ion	GO:0046686	0.0015
4FEZ-A	response to amino acid	GO:0043200	0.0002
4FEZ-A	Ras protein signal transduction	GO:0007265	0.0002
4FEZ-A	positive regulation of protein polymerization	GO:0032273	0.0000
4FEZ-A	regulation of protein-containing complex disassembly	GO:0043244	0.0005
4FEZ-A	regulation of cell growth	GO:0001558	0.0002
4FEZ-A	killing of cells of other organism	GO:0031640	0.0000
4FEZ-A	neuron apoptotic process	GO:0051402	0.0000
4FEZ-A	cellular process involved in reproduction in multicellular organism	GO:0022412	0.0000
4FEZ-A	phosphatidylinositol-mediated signaling	GO:0048015	0.0000
4FEZ-A	cellular response to superoxide	GO:0071451	0.0020
4FEZ-A	homeostatic process	GO:0042592	0.0052
4FEZ-A	regulation of cellular response to stress	GO:0080135	0.0002
4FEZ-A	pteridine-containing compound biosynthetic process	GO:0042559	0.0038
4FEZ-A	protein folding	GO:0006457	0.0164
4FEZ-A	glutamate metabolic process	GO:0006536	0.0154
4FEZ-A	synaptic signaling	GO:0099536	0.0000
4FEZ-A	chromatin organization	GO:0006325	0.0025
4FEZ-A	NADH dehydrogenase complex assembly	GO:0010257	0.0000
4FEZ-A	regulation of G2/M transition of mitotic cell cycle	GO:0010389	0.0001
4FEZ-A	regulation of protein kinase activity	GO:0045859	0.0001
4FEZ-A	response to interleukin-1	GO:0070555	0.0000
4FEZ-A	microtubule-based process	GO:0007017	0.0043
4FEZ-A	myeloid leukocyte activation	GO:0002274	0.0000
4FEZ-A	Golgi vesicle transport	GO:0048193	0.0000
4FEZ-A	tRNA methylation	GO:0030488	0.0075
4FEZ-A	protein complex oligomerization	GO:0051259	0.0193
4FEZ-A	endothelial cell migration	GO:0043542	0.0000
4FEZ-A	cellular response to hormone stimulus	GO:0032870	0.0002
4FEZ-A	muscle organ development	GO:0007517	0.0000
4FEZ-A	response to hydrogen peroxide	GO:0042542	0.0011
4FEZ-A	negative regulation of RNA metabolic process	GO:0051253	0.0019
4FEZ-A	cardiovascular system development	GO:0072358	0.0000
4FEZ-A	hydrogen peroxide metabolic process	GO:0042743	0.0001
4FEZ-A	inorganic ion homeostasis	GO:0098771	0.0022
4FEZ-A	cellular component assembly	GO:0022607	0.0433
4FEZ-A	regulation of system process	GO:0044057	0.0000
4FEZ-A	organic substance catabolic process	GO:1901575	0.4794
4FEZ-A	regulation of cell differentiation	GO:0045595	0.0005
4FEZ-A	cellular nitrogen compound catabolic process	GO:0044270	0.1018
4FEZ-A	phenol-containing compound metabolic process	GO:0018958	0.0040
4FEZ-A	macromolecule catabolic process	GO:0009057	0.0815
4FEZ-A	cellular hormone metabolic process	GO:0034754	0.0016
4FEZ-A	myeloid cell differentiation	GO:0030099	0.0000
4FEZ-A	response to fibroblast growth factor	GO:0071774	0.0000
4FEZ-A	regulation of primary metabolic process	GO:0080090	0.0141
4FEZ-A	granulocyte activation	GO:0036230	0.0000
4FEZ-A	multi-organism membrane organization	GO:0044803	0.0000
4FEZ-A	monosaccharide biosynthetic process	GO:0046364	0.0864
4FEZ-A	anterograde trans-synaptic signaling	GO:0098916	0.0000
4FEZ-A	cellular transition metal ion homeostasis	GO:0046916	0.0008
4FEZ-A	beta-glucan metabolic process	GO:0051273	0.0003
4FEZ-A	immune response-activating cell surface receptor signaling pathway	GO:0002429	0.0001
4FEZ-A	antibiotic biosynthetic process	GO:0017000	0.0003
4FEZ-A	regulation of DNA-templated transcription, initiation	GO:2000142	0.0000
4FEZ-A	growth	GO:0040007	0.0028
4FEZ-A	peptidyl-tyrosine phosphorylation	GO:0018108	0.0000
4FEZ-A	purine ribonucleoside monophosphate biosynthetic process	GO:0009168	0.3787
4FEZ-A	tRNA modification	GO:0006400	0.0386
4FEZ-A	positive regulation of apoptotic process	GO:0043065	0.0000
4FEZ-A	protein-containing complex localization	GO:0031503	0.0000
4FEZ-A	phospholipid metabolic process	GO:0006644	0.0865
4FEZ-A	lymphocyte differentiation	GO:0030098	0.0000
4FEZ-A	pyrimidine ribonucleoside monophosphate biosynthetic process	GO:0009174	0.1382
4FEZ-A	cysteine biosynthetic process	GO:0019344	0.1158
4FEZ-A	membrane biogenesis	GO:0044091	0.0000
4FEZ-A	negative regulation of mitotic cell cycle	GO:0045930	0.0000
4FEZ-A	antimicrobial humoral response	GO:0019730	0.0000
4FEZ-A	protein homooligomerization	GO:0051260	0.0172
4FEZ-A	regulation of purine nucleotide metabolic process	GO:1900542	0.0000
4FEZ-A	gene silencing by RNA	GO:0031047	0.0000
4FEZ-A	organelle organization	GO:0006996	0.0613
4FEZ-A	fusion of virus membrane with host plasma membrane	GO:0019064	0.0000
4FEZ-A	'de novo' IMP biosynthetic process	GO:0006189	0.1345
4FEZ-A	cellular localization	GO:0051641	0.0028
4FEZ-A	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	0.0000
4FEZ-A	DNA integration	GO:0015074	0.0000
4FEZ-A	cellular amino acid biosynthetic process	GO:0008652	0.6386
4FEZ-A	mitochondrial respiratory chain complex I assembly	GO:0032981	0.0000
4FEZ-A	negative regulation of ion transport	GO:0043271	0.0000
4FEZ-A	cell-cell signaling by wnt	GO:0198738	0.0000
4FEZ-A	regulation of biosynthetic process	GO:0009889	0.0121
4FEZ-A	glucosamine-containing compound metabolic process	GO:1901071	0.0005
4FEZ-A	regulation of leukocyte proliferation	GO:0070663	0.0000
4FEZ-A	organophosphate biosynthetic process	GO:0090407	0.7193
4FEZ-A	heme metabolic process	GO:0042168	0.0278
4FEZ-A	external encapsulating structure organization	GO:0045229	0.0288
4FEZ-A	interspecies interaction between organisms	GO:0044419	0.0153
4FEZ-A	positive regulation of B cell activation	GO:0050871	0.0000
4FEZ-A	histidine biosynthetic process	GO:0000105	0.0914
4FEZ-A	regulation of RNA stability	GO:0043487	0.0001
4FEZ-A	energy coupled proton transport, down electrochemical gradient	GO:0015985	0.0138
4FEZ-A	negative regulation of hydrolase activity	GO:0051346	0.0001
4FEZ-A	ncRNA 3'-end processing	GO:0043628	0.0018
4FEZ-A	mitotic sister chromatid segregation	GO:0000070	0.0000
4FEZ-A	interaction with host	GO:0051701	0.0020
4FEZ-A	spliceosomal complex assembly	GO:0000245	0.0000
4FEZ-A	carbohydrate homeostasis	GO:0033500	0.0001
4FEZ-A	positive regulation of chemotaxis	GO:0050921	0.0000
4FEZ-A	positive regulation of translation	GO:0045727	0.0001
4FEZ-A	phagocytosis, recognition	GO:0006910	0.0000
4FEZ-A	tissue remodeling	GO:0048771	0.0000
4FEZ-A	cell growth	GO:0016049	0.0006
4FEZ-A	sexual reproduction	GO:0019953	0.0006
4FEZ-A	response to extracellular stimulus	GO:0009991	0.0203
4FEZ-A	mRNA-containing ribonucleoprotein complex export from nucleus	GO:0071427	0.0000
4FEZ-A	cardiac muscle contraction	GO:0060048	0.0000
4FEZ-A	cell death	GO:0008219	0.0005
4FEZ-A	regulation of chromosome organization	GO:0033044	0.0001
4FEZ-A	cellular response to toxic substance	GO:0097237	0.0024
4FEZ-A	chordate embryonic development	GO:0043009	0.0000
4FEZ-A	axonogenesis	GO:0007409	0.0000
4FEZ-A	cell morphogenesis	GO:0000902	0.0365
4FEZ-A	regulation of B cell activation	GO:0050864	0.0000
4FEZ-A	tumor necrosis factor-mediated signaling pathway	GO:0033209	0.0000
4FEZ-A	neurotransmitter transport	GO:0006836	0.0000
4FEZ-A	indolalkylamine metabolic process	GO:0006586	0.0414
4FEZ-A	mitigation of host defenses by symbiont	GO:0030682	0.0000
4FEZ-A	negative regulation of transferase activity	GO:0051348	0.0000
4FEZ-A	regulation of cellular carbohydrate metabolic process	GO:0010675	0.0005
4FEZ-A	tRNA aminoacylation	GO:0043039	0.1807
4FEZ-A	ribonucleotide biosynthetic process	GO:0009260	0.5708
4FEZ-A	purine ribonucleoside triphosphate metabolic process	GO:0009205	0.1042
4FEZ-A	ribosomal large subunit assembly	GO:0000027	0.0027
4FEZ-A	neutrophil mediated immunity	GO:0002446	0.0000
4FEZ-A	positive regulation of hemopoiesis	GO:1903708	0.0000
4FEZ-A	regulation of membrane potential	GO:0042391	0.0000
4FEZ-A	positive regulation of viral process	GO:0048524	0.0000
4FEZ-A	regulation of T cell activation	GO:0050863	0.0000
4FEZ-A	organic hydroxy compound catabolic process	GO:1901616	0.0306
4FEZ-A	chromatin remodeling	GO:0006338	0.0001
4FEZ-A	transport	GO:0006810	0.0167
4FEZ-A	fatty acid derivative biosynthetic process	GO:1901570	0.0015
4FEZ-A	transition metal ion homeostasis	GO:0055076	0.0008
4FEZ-A	protein modification process	GO:0036211	0.0414
4FEZ-A	negative regulation of multicellular organismal process	GO:0051241	0.0000
4FEZ-A	positive regulation of lymphocyte activation	GO:0051251	0.0000
4FEZ-A	positive regulation of transport	GO:0051050	0.0002
4FEZ-A	2'-deoxyribonucleotide biosynthetic process	GO:0009265	0.0200
4FEZ-A	gas transport	GO:0015669	0.0001
4FEZ-A	glycosyl compound metabolic process	GO:1901657	0.2642
4FEZ-A	regulation of catabolic process	GO:0009894	0.0007
